Scientific Name,Common Name,Species Type,Status,Reason For Change,Year
Espadarana audax,Napo Giant Glass Frog,Amphibian,LC,N,2018.0
Excidobates captivus,Rio Santiago Poison Frog,Amphibian,VU,N,2018.0
Feihyla kajau,White-eared Tree Frog,Amphibian,LC,N,2018.0
Gastrotheca ochoai,Chilca Marsupial Frog,Amphibian,EN,N,2018.0
Gastrotheca orophylax,Papallacta Marsupial Frog,Amphibian,VU,N,2018.0
Gastrotheca pacchamama,Ayacucho Marsupial Frog,Amphibian,EN,N,2018.0
Gastrotheca pseustes,San Lucas Marsupial Frog,Amphibian,NT,N,2018.0
Gastrotheca rebeccae,,Amphibian,EN,N,2018.0
Gastrotheca zeugocystis,,Amphibian,DD,N,2018.0
Glyphoglossus flavus,,Amphibian,LC,N,2018.0
Glyphoglossus smithi,,Amphibian,NT,N,2018.0
Glyphoglossus volzi,,Amphibian,LC,N,2018.0
Huia masonii,Javan Torrent Frog,Amphibian,LC,N,2018.0
Huia modiglianii,,Amphibian,LC,N,2018.0
Hyloscirtus lindae,Linda's Treefrog,Amphibian,LC,N,2018.0
Hyloscirtus pantostictus,Rio Chingual Valley Treefrog,Amphibian,CR,N,2018.0
Hyloxalus insulatus,,Amphibian,VU,N,2018.0
Hyloxalus sylvaticus,Forest Rocket Frog,Amphibian,EN,N,2018.0
Hyperolius ademetzi,Bamenda Reed Frog,Amphibian,EN,N,2018.0
Hyperolius hutsebauti,,Amphibian,LC,N,2018.0
Hypodactylus araiodactylus,,Amphibian,EN,N,2018.0
Hypodactylus lucida,Cannatella's Andes Frog,Amphibian,EN,N,2018.0
Ichthyophis hypocyaneus,Javan Caecilian,Amphibian,LC,N,2018.0
Ichthyophis mindanaoensis,Todaya Caecilian,Amphibian,LC,N,2018.0
Ichthyophis paucisulcus,Yellow-banded Caecilian,Amphibian,LC,N,2018.0
Ichthyophis weberi,Malatgan River Caecilian,Amphibian,EN,N,2018.0
Insuetophrynus acarpicus,Barrio's Frog,Amphibian,EN,N,2018.0
Isthmura boneti,Oaxacan False Brook Salamander,Amphibian,EN,N,2018.0
Kalophrynus baluensis,,Amphibian,LC,N,2018.0
Kalophrynus intermedius,Intermediate Sticky Frog,Amphibian,LC,N,2018.0
Kalophrynus minusculus,Small Sticky Frog,Amphibian,LC,N,2018.0
Kalophrynus nubicola,,Amphibian,LC,N,2018.0
Kalophrynus punctatus,Dotted Grainy Frog,Amphibian,LC,N,2018.0
Kalophrynus subterrestris,Burrowing Grainy Frog,Amphibian,LC,N,2018.0
Kaloula kalingensis,Kalinga Narrowmouth Toad,Amphibian,LC,N,2018.0
Kaloula rigida,Luzon Narrow-mouthed Frog,Amphibian,LC,N,2018.0
Kaloula walteri,,Amphibian,VU,N,2018.0
Leptobrachella arayai,Kinabalu Slender Litter Frog,Amphibian,LC,G,2018.0
Leptobrachella baluensis,Kinabalu Dwarf Litter Frog,Amphibian,LC,N,2018.0
Leptobrachella brevicrus,,Amphibian,LC,N,2018.0
Leptobrachella parva,,Amphibian,LC,N,2018.0
Leptobrachella picta,,Amphibian,LC,N,2018.0
Leptobrachium gunungense,,Amphibian,LC,N,2018.0
Leptodactylus pascoensis,Hualo,Amphibian,DD,N,2018.0
Leptolalax kajangensis,Kajang Slender Litter Frog,Amphibian,LC,N,2018.0
Leptolalax maurus,Montane Slender Litter Frog,Amphibian,LC,N,2018.0
Limnonectes arathooni,Djikoro Wart Frog,Amphibian,VU,N,2018.0
Limnonectes asperatus,Rough-backed Frog,Amphibian,LC,N,2018.0
Limnonectes dammermani,Dammerman's Wart Frog,Amphibian,LC,N,2018.0
Limnonectes ibanorum,Rough-backed River Frog,Amphibian,LC,N,2018.0
Limnonectes ingeri,Inger's Wart Frog,Amphibian,LC,N,2018.0
Limnonectes kenepaiensis,Kenepai Wart Frog,Amphibian,VU,N,2018.0
Limnonectes macrodon,Malaya Wart Frog,Amphibian,LC,N,2018.0
Limnonectes parvus,Philippines Small-disked frog,Amphibian,LC,N,2018.0
Limnonectes rhacodus,,Amphibian,LC,N,2018.0
Limnonectes visayanus,Philippine Wart Frog,Amphibian,NT,N,2018.0
Lithobates bwana,Rio Chipillico Frog,Amphibian,LC,N,2018.0
Lynchius flavomaculatus,Yellow-spotted Andes Frog,Amphibian,DD,N,2018.0
Lynchius nebulanastes,Canchaque Andes Frog,Amphibian,EN,N,2018.0
Megophrys baluensis,Kinabalu Horned Frog,Amphibian,LC,N,2018.0
Megophrys dringi,Dring’s Horned Frog,Amphibian,LC,N,2018.0
Megophrys kobayashii,Kobayashi's Horned Frog,Amphibian,LC,N,2018.0
Megophrys ligayae,Palawan Horned Frog,Amphibian,NT,N,2018.0
Megophrys parallela,,Amphibian,LC,N,2018.0
Megophrys stejnegeri,Mindanao Horned Frog,Amphibian,LC,N,2018.0
Meristogenys amoropalamus,Mountain Borneo Frog,Amphibian,LC,N,2018.0
Meristogenys kinabaluensis,Kinabalu Torrent Frog,Amphibian,LC,N,2018.0
Meristogenys whiteheadi,Whitehead's Borneo Frog,Amphibian,LC,N,2018.0
Microhyla maculifera,Spotted Narrow-mouthed Frog,Amphibian,DD,N,2018.0
Microhyla perparva,Labang Forest Rice Frog,Amphibian,LC,N,2018.0
Microhyla petrigena,Kapit Rice Frog,Amphibian,LC,N,2018.0
Nannophryne cophotis,Paramo Toad,Amphibian,CR(PE),G,2018.0
Nannophryne corynetes,Abra Malaga Toad,Amphibian,EN,G,2018.0
Noblella lynchi,,Amphibian,EN,N,2018.0
Nyctixalus margaritifer,Java Indonesian Treefrog,Amphibian,LC,N,2018.0
Nyctixalus spinosus,Spiny Indonesian Treefrog,Amphibian,LC,N,2018.0
Nymphargus griffithsi,Ecuador Cochran Frog,Amphibian,LC,N,2018.0
Nymphargus mariae,Maria's Giant Glass Frog,Amphibian,LC,N,2018.0
Nymphargus mixomaculatus,,Amphibian,CR,N,2018.0
Nymphargus ocellatus,Spotted Cochran Frog,Amphibian,DD,N,2018.0
Nymphargus phenax,Tutumbaro Cochran Frog,Amphibian,EN,N,2018.0
Nymphargus posadae,,Amphibian,LC,N,2018.0
Occidozyga diminutiva,Tiny Oriental Frog,Amphibian,NT,N,2018.0
Oreobates lehri,,Amphibian,EN,N,2018.0
Oreobates lundbergi,,Amphibian,EN,N,2018.0
Oreobates pereger,Ayacucho Andes Frog,Amphibian,EN,N,2018.0
Oreobates saxatilis,Tarapoto Big-headed Frog,Amphibian,LC,N,2018.0
Oreophryne anulata,Mindanao Cross Frog,Amphibian,LC,N,2018.0
Oreophryne nana,Camiguin Cross Frog,Amphibian,NT,N,2018.0
Osornophryne talipes,Cannatella's Plump Toad,Amphibian,VU,N,2018.0
Pelophryne albotaeniata,White-striped Flathead Toad,Amphibian,VU,N,2018.0
Pelophryne api,,Amphibian,LC,N,2018.0
Philautus acutirostris,Pointed-snouted Tree Frog,Amphibian,LC,N,2018.0
Philautus acutus,Raspy Bush Frog,Amphibian,LC,N,2018.0
Philautus amoenus,Kamboranga Bush Frog,Amphibian,LC,N,2018.0
Philautus bunitus,Green Bush Frog,Amphibian,LC,N,2018.0
Philautus cornutus,Horned Bubble-nest Frog,Amphibian,EN,N,2018.0
Philautus disgregus,Disparate Bush Frog,Amphibian,NT,N,2018.0
Philautus everetti,Everett's Flying Frog,Amphibian,EN,N,2018.0
Philautus gunungensis,,Amphibian,LC,N,2018.0
Philautus hosii,Borneo Bubble-nest Frog,Amphibian,LC,N,2018.0
Philautus leitensis,MIndanao Bush Frog,Amphibian,LC,N,2018.0
Philautus poecilius,,Amphibian,LC,N,2018.0
Philautus saueri,Sauer’s Bush Frog,Amphibian,LC,N,2018.0
Philautus similis,,Amphibian,DD,N,2018.0
Philautus surrufus,Molted Tree Frog,Amphibian,NT,N,2018.0
Philautus tectus,Obscure Bush Frog,Amphibian,LC,N,2018.0
Philautus umbra,Pinnacle Bubble-nest Frog,Amphibian,LC,N,2018.0
Philautus worcesteri,Smooth-skinned Tree Frog,Amphibian,LC,N,2018.0
Phrynopus barthlenae,,Amphibian,EN,N,2018.0
Phrynopus bracki,Brack's Andes Frog,Amphibian,DD,N,2018.0
Phrynopus dagmarae,,Amphibian,EN,N,2018.0
Phrynopus horstpauli,,Amphibian,EN,N,2018.0
Phrynopus kauneorum,,Amphibian,EN,N,2018.0
Phrynopus tautzorum,,Amphibian,DD,N,2018.0
Phrynopus tribulosus,,Amphibian,LC,N,2018.0
Platymantis banahao,,Amphibian,NT,G,2018.0
Platymantis cagayanensis,,Amphibian,NT,N,2018.0
Platymantis cornutus,,Amphibian,LC,N,2018.0
Platymantis diesmosi,,Amphibian,EN,N,2018.0
Platymantis guentheri,Gunther's Wrinkled Ground Frog,Amphibian,LC,N,2018.0
Platymantis hazelae,Hazel's Wrinkled Ground Frog,Amphibian,VU,N,2018.0
Platymantis indeprensus,,Amphibian,NT,N,2018.0
Platymantis isarog,,Amphibian,LC,N,2018.0
Platymantis mimulus,,Amphibian,LC,N,2018.0
Platymantis naomii,,Amphibian,NT,N,2018.0
Platymantis negrosensis,Negros Forest Frog,Amphibian,NT,N,2018.0
Platymantis paengi,Panay Limestone Frog,Amphibian,EN,N,2018.0
Platymantis polillensis,Polillo Wrinkled Ground Frog,Amphibian,LC,N,2018.0
Platymantis pseudodorsalis,,Amphibian,NT,N,2018.0
Platymantis pygmaeus,,Amphibian,LC,N,2018.0
Platymantis rabori,Rabori's Forest Frog,Amphibian,LC,N,2018.0
Platymantis taylori,,Amphibian,VU,N,2018.0
Pristimantis adiastolus,,Amphibian,LC,N,2018.0
Pristimantis albertus,,Amphibian,VU,N,2018.0
Pristimantis aniptopalmatus,,Amphibian,LC,N,2018.0
Pristimantis apiculatus,La Planada Robber Frog,Amphibian,EN,N,2018.0
Pristimantis ardalonychus,Río Cerranayacu Rain Frog,Amphibian,EN,N,2018.0
Pristimantis avicuporum,,Amphibian,LC,N,2018.0
Pristimantis bromeliaceus,Bromeliad Robber Frog,Amphibian,LC,N,2018.0
Pristimantis colodactylus,Piura Robber Frog,Amphibian,LC,N,2018.0
Pristimantis colomai,,Amphibian,VU,N,2018.0
Pristimantis condor,Condor Robber Frog,Amphibian,LC,N,2018.0
Pristimantis cruciocularis,,Amphibian,LC,N,2018.0
Pristimantis incomptus,Santa Rosa Robber Frog,Amphibian,LC,N,2018.0
Pristimantis katoptroides,,Amphibian,LC,N,2018.0
Pristimantis lirellus,,Amphibian,LC,N,2018.0
Pristimantis lucasi,,Amphibian,LC,N,2018.0
Pristimantis nephophilus,Cutín de Rioja,Amphibian,NT,N,2018.0
Pristimantis pataikos,Cutín de Leimebamba,Amphibian,DD,N,2018.0
Pristimantis percnopterus,,Amphibian,LC,N,2018.0
Pristimantis petrobardus,Huambos Robber Frog,Amphibian,EN,N,2018.0
Pristimantis pinguis,,Amphibian,EN,N,2018.0
Pristimantis rhabdocnemus,,Amphibian,LC,N,2018.0
Pristimantis rhodostichus,Cutín de Tangarana,Amphibian,LC,N,2018.0
Pristimantis rufioculis,,Amphibian,VU,N,2018.0
Pristimantis scolodiscus,Ricuarte Robber Frog,Amphibian,VU,N,2018.0
Pristimantis serendipitus,Cutín de la cordillera de Colán,Amphibian,EN,N,2018.0
Pristimantis stictogaster,,Amphibian,LC,N,2018.0
Pristimantis tantanti,,Amphibian,LC,N,2018.0
Pristimantis trachyblepharis,Cutín de Franja Blanca,Amphibian,LC,N,2018.0
Pristimantis ventriguttatus,,Amphibian,DD,N,2018.0
Pristimantis verecundus,Zacualtipan Robber Frog,Amphibian,NT,N,2018.0
Pristimantis versicolor,Loja Robber Frog,Amphibian,LC,N,2018.0
Pristimantis wagteri,,Amphibian,EN,N,2018.0
Psychrophrynella usurpator,,Amphibian,NT,N,2018.0
Pulchrana mangyanum,,Amphibian,VU,N,2018.0
Pulchrana moellendorffi,Culion Frog,Amphibian,LC,N,2018.0
Pulchrana similis,Laguna del Bay Frog,Amphibian,LC,N,2018.0
Ranitomeya fantastica,Fantastic Poison Frog,Amphibian,VU,N,2018.0
Rentapia everetti,Everett's Asian Tree Toad,Amphibian,LC,N,2018.0
Rhacophorus achantharrhena,,Amphibian,LC,N,2018.0
Rhacophorus angulirostris,Kina Balu Flying Frog,Amphibian,NT,N,2018.0
Rhacophorus baluensis,,Amphibian,LC,N,2018.0
Rhacophorus barisani,,Amphibian,LC,N,2018.0
Rhacophorus bifasciatus,,Amphibian,LC,N,2018.0
Rhacophorus bimaculatus,Mindanao Flying Frog,Amphibian,LC,N,2018.0
Rhacophorus calcaneus,Vietnam Flying Frog,Amphibian,EN,N,2018.0
Rhacophorus catamitus,,Amphibian,LC,N,2018.0
Rhacophorus dulitensis,Jade Tree Frog,Amphibian,LC,N,2018.0
Rhacophorus edentulus,Celebes Flying Frog,Amphibian,LC,N,2018.0
Rhacophorus gadingensis,Gunung Gading Tree Frog,Amphibian,LC,N,2018.0
Rhacophorus georgii,Tuwa Flying Frog,Amphibian,LC,N,2018.0
Rhacophorus modestus,Boulenger's Flying Frog,Amphibian,LC,N,2018.0
Rhacophorus monticola,,Amphibian,VU,N,2018.0
Rhacophorus poecilonotus,Sumatra Flying Frog,Amphibian,LC,N,2018.0
Rhacophorus rufipes,Malaysian Flying Frog,Amphibian,LC,N,2018.0
Rhaebo colomai,Carchi Andes Toad,Amphibian,EN,N,2018.0
Rhinella arborescandens,,Amphibian,EN,N,2018.0
Rhinella chavin,,Amphibian,EN,N,2018.0
Rhinella festae,Valle Santiago Beaked Toad,Amphibian,LC,N,2018.0
Rhinella lescurei,Guiana Shield Leaf Toad,Amphibian,LC,N,2018.0
Rhinella nesiotes,Laguna Toad,Amphibian,VU,N,2018.0
Rhinella vellardi,Alto Marañon Toad,Amphibian,EN,N,2018.0
Rhinella yanachaga,,Amphibian,EN,N,2018.0
Rhinoderma darwinii,Darwin's Frog,Amphibian,EN,N,2018.0
Sanguirana luzonensis,Luzon Frog,Amphibian,LC,N,2018.0
Sanguirana mearnsi,Cabilian Frog,Amphibian,LC,N,2018.0
Scinax oreites,Balzapata Snouted Treefrog,Amphibian,LC,N,2018.0
Staurois parvus,Bornean Rock Frog,Amphibian,VU,N,2018.0
Staurois tuberilinguis,Borneo Splash Frog,Amphibian,LC,N,2018.0
Sylvirana faber,,Amphibian,VU,N,2018.0
Telmatobius degener,,Amphibian,DD,N,2018.0
Telmatobius hockingi,Hocking's Water Frog,Amphibian,DD,N,2018.0
Telmatobius intermedius,Allipaca Water Frog,Amphibian,EN,N,2018.0
Telmatobius thompsoni,Thompson's Water Frog,Amphibian,DD,N,2018.0
Truebella tothastes,,Amphibian,EN,N,2018.0
Werneria bambutensis,Bamboutos Smalltongue Toad,Amphibian,CR,G,2018.0
Werneria tandyi,Tandy's Smalltongue Toad,Amphibian,CR,G,2018.0
Xenopus amieti,Volcano Clawed Frog,Amphibian,VU,N,2018.0
Xenopus boumbaensis,Mawa Clawed Frog,Amphibian,NT,N,2018.0
Aethaloperca rogaa,Redmouth Grouper,Bony Fish,LC,N,2018.0
Alticorpus profundicula,,Bony Fish,DD,N,2018.0
Anchoa chamensis,Chame Point anchovy,Bony Fish,DD,N,2018.0
Anodontostoma selangkat,Indonesian Gizzard Shad,Bony Fish,LC,N,2018.0
Aulonocara aquilonium,,Bony Fish,LC,N,2018.0
Aulonocara auditor,,Bony Fish,DD,N,2018.0
Aulonocara baenschi,Nkhomo-benga Peacock,Bony Fish,CR,N,2018.0
Aulonocara ethelwynnae,Chitande Aulonocara,Bony Fish,NT,N,2018.0
Aulonocara guentheri,,Bony Fish,EN,G,2018.0
Aulonocara hueseri,Night Aulonocara,Bony Fish,LC,N,2018.0
Aulonocara kandeense,Blue Orchid Aulonocara,Bony Fish,CR,G,2018.0
Aulonocara korneliae,Aulonocara Chizumulu,Bony Fish,LC,N,2018.0
Aulonocara maylandi,Sulphur Head Aulonocara,Bony Fish,CR,G,2018.0
Aulonocara nyassae,Peacock Cichlid,Bony Fish,NT,N,2018.0
Bagrus meridionalis,Kampango,Bony Fish,CR,G,2018.0
Cephalopholis aitha,Rusty Hind,Bony Fish,LC,N,2018.0
Cephalopholis aurantia,Golden Hind,Bony Fish,LC,N,2018.0
Cephalopholis hemistiktos,Yellowfin Hind,Bony Fish,LC,N,2018.0
Cephalopholis igarashiensis,Garish Hind,Bony Fish,LC,N,2018.0
Cephalopholis nigripinnis,Darkfin Hind,Bony Fish,LC,N,2018.0
Cephalopholis taeniops,African Hind,Bony Fish,LC,N,2018.0
Champsochromis spilorhynchus,,Bony Fish,EN,G,2018.0
Chiloglanis emarginatus,Phongolo Suckermouth,Bony Fish,VU,N,2018.0
Chindongo ater,,Bony Fish,NT,N,2018.0
Chindongo cyaneus,,Bony Fish,NT,N,2018.0
Chindongo elongatus,Elongate Mbuna,Bony Fish,NT,N,2018.0
Chindongo flavus,,Bony Fish,NT,N,2018.0
Chindongo heteropictus,,Bony Fish,LC,N,2018.0
Chindongo longior,,Bony Fish,LC,N,2018.0
Chindongo saulosi,,Bony Fish,CR,G,2018.0
Copadichromis atripinnis,,Bony Fish,LC,N,2018.0
Copadichromis azureus,,Bony Fish,NT,G,2018.0
Copadichromis geertsi,,Bony Fish,LC,N,2018.0
Copadichromis mbenjii,,Bony Fish,LC,N,2018.0
Copadichromis mloto,,Bony Fish,DD,N,2018.0
Copadichromis nkatae,,Bony Fish,CR(PE),N,2018.0
Copadichromis trewavasae,,Bony Fish,LC,N,2018.0
Copadichromis verduyni,,Bony Fish,LC,N,2018.0
Copadichromis virginalis,Pure Utaka,Bony Fish,NT,N,2018.0
Corematodus shiranus,,Bony Fish,CR(PE),G,2018.0
Cromileptes altivelis,Humpback Grouper,Bony Fish,DD,N,2018.0
Cynotilapia axelrodi,,Bony Fish,LC,N,2018.0
Cynotilapia zebroides,,Bony Fish,LC,N,2018.0
Cyrtocara moorii,Hump-head,Bony Fish,VU,N,2018.0
Dermatolepis inermis,Marbled Grouper,Bony Fish,DD,N,2018.0
Dermatolepis striolata,Smooth Grouper,Bony Fish,LC,N,2018.0
Diplotaxodon ecclesi,,Bony Fish,LC,N,2018.0
Enteromius amatolicus,Amatola Barb,Bony Fish,DD,N,2018.0
Enteromius eutaenia,Orangefin Barb,Bony Fish,LC,N,2018.0
Enteromius litamba,,Bony Fish,DD,N,2018.0
Epinephelus amblycephalus,Banded Grouper,Bony Fish,LC,N,2018.0
Epinephelus bilobatus,Twinspot Grouper,Bony Fish,LC,N,2018.0
Epinephelus bleekeri,Duskytail Grouper,Bony Fish,DD,N,2018.0
Epinephelus bontoides,Palemargin Grouper,Bony Fish,LC,N,2018.0
Epinephelus chabaudi,Moustache Grouper,Bony Fish,LC,N,2018.0
Epinephelus cifuentesi,Olive Grouper,Bony Fish,LC,N,2018.0
Epinephelus coioides,Orange-spotted Grouper,Bony Fish,LC,N,2018.0
Epinephelus corallicola,Coral Grouper,Bony Fish,LC,N,2018.0
Epinephelus diacanthus,Spinycheek Grouper,Bony Fish,LC,N,2018.0
Epinephelus drummondhayi,Speckled Hind,Bony Fish,DD,N,2018.0
Epinephelus epistictus,Dotted Grouper,Bony Fish,LC,N,2018.0
Epinephelus erythrurus,Cloudy Grouper,Bony Fish,LC,N,2018.0
Epinephelus fasciatomaculosus,Rock Grouper,Bony Fish,LC,N,2018.0
Epinephelus faveatus,Barred-chest Grouper,Bony Fish,LC,N,2018.0
Epinephelus fuscoguttatus,Brown-marbled Grouper,Bony Fish,VU,N,2018.0
Epinephelus gabriellae,Multispotted Grouper,Bony Fish,LC,N,2018.0
Epinephelus goreensis,Dungat Grouper,Bony Fish,NT,N,2018.0
Epinephelus heniochus,Bridled Grouper,Bony Fish,LC,N,2018.0
Epinephelus itajara,Atlantic Goliath Grouper,Bony Fish,VU,N,2018.0
Epinephelus lanceolatus,Giant Grouper,Bony Fish,DD,N,2018.0
Epinephelus latifasciatus,Striped Grouper,Bony Fish,LC,N,2018.0
Epinephelus magniscuttis,Speckled Grouper,Bony Fish,LC,N,2018.0
Epinephelus malabaricus,Malabar Grouper,Bony Fish,LC,N,2018.0
Epinephelus marginatus,Dusky Grouper,Bony Fish,VU,N,2018.0
Epinephelus melanostigma,One-blotch Grouper,Bony Fish,LC,N,2018.0
Epinephelus morio,Red Grouper,Bony Fish,VU,N,2018.0
Epinephelus polylepis,Smallscaled Grouper,Bony Fish,LC,N,2018.0
Epinephelus polyphekadion,Camouflage Grouper,Bony Fish,VU,N,2018.0
Epinephelus polystigma,White-dotted Grouper,Bony Fish,LC,N,2018.0
Epinephelus retouti,Red-tipped Grouper,Bony Fish,LC,N,2018.0
Epinephelus sexfasciatus,Sixbar Grouper,Bony Fish,LC,N,2018.0
Epinephelus socialis,Surge Grouper,Bony Fish,LC,N,2018.0
Epinephelus stoliczkae,Epaulet Grouper,Bony Fish,LC,N,2018.0
Epinephelus striatus,Nassau Grouper,Bony Fish,CR,N,2018.0
Epinephelus summana,Summan Grouper,Bony Fish,LC,N,2018.0
Epinephelus timorensis,Yellowspotted Grouper,Bony Fish,LC,N,2018.0
Epinephelus undulatostriatus,Maori Rock Cod,Bony Fish,LC,N,2018.0
Epinephelus undulosus,Wavy-lined Grouper,Bony Fish,LC,N,2018.0
Gonialosa modesta,Burmese River Gizzard Shad,Bony Fish,DD,N,2018.0
Gracila albomarginata,Masked Grouper,Bony Fish,LC,N,2018.0
Haplochromis tweddlei,,Bony Fish,DD,N,2018.0
Hyporthodus acanthistius,Rooster Hind,Bony Fish,VU,N,2018.0
Hyporthodus ergastularius,Banded Rockcod,Bony Fish,NT,G,2018.0
Hyporthodus exsul,Tenspine Grouper,Bony Fish,LC,N,2018.0
Hyporthodus haifensis,Haifa Grouper,Bony Fish,LC,N,2018.0
Hyporthodus nigritus,Warsaw Grouper,Bony Fish,NT,N,2018.0
Hyporthodus niphobles,Star-studded Grouper,Bony Fish,LC,N,2018.0
Hyporthodus octofasciatus,Eightbar Grouper,Bony Fish,LC,N,2018.0
Hyporthodus quernus,Hawaiian Grouper,Bony Fish,LC,N,2018.0
Hyporthodus septemfasciatus,Convict Grouper,Bony Fish,DD,N,2018.0
Iodotropheus sprengerae,,Bony Fish,NT,N,2018.0
Iodotropheus stuartgranti,,Bony Fish,LC,N,2018.0
Labeo mesops,,Bony Fish,CR,N,2018.0
Labeo rubromaculatus,Tugela Labeo,Bony Fish,VU,N,2018.0
Labeo ruddi,Silver Labeo,Bony Fish,DD,N,2018.0
Labidochromis chisumulae,,Bony Fish,LC,N,2018.0
Labidochromis flavigulis,Chisumulu Pearl,Bony Fish,LC,N,2018.0
